Date and Time,LW,SM,T,RH,DP,Class
13-06-2021 01:00,Dry,,28.7,55.5,18.9,Diseased
13-06-2021 01:30,Dry,,28.7,58.4,19.7,Diseased
13-06-2021 02:00,Dry,,28.6,65,21.4,Diseased
13-06-2021 02:30,Dry,,28.5,68.7,22.2,Diseased
13-06-2021 03:00,Dry,,28.3,70.2,22.3,Diseased
13-06-2021 03:30,Moist,,28.2,71.2,22.5,Diseased
13-06-2021 04:00,Dry,,28.1,71.1,22.4,Diseased
13-06-2021 04:30,Moist,,28,71.7,22.4,Diseased
13-06-2021 05:00,Moist,,27.8,71.9,22.3,Diseased
13-06-2021 05:30,Moist,,27.6,73.1,22.3,Diseased
13-06-2021 06:00,Moist,,27.6,74.2,22.6,Diseased
13-06-2021 06:30,Dry,,28.1,73.6,22.9,Diseased
13-06-2021 07:00,Dry,,29.5,69.3,23.3,Diseased
13-06-2021 07:30,Dry,,31.4,62.3,23.3,Diseased
13-06-2021 08:00,Dry,,33.3,58,23.9,Diseased
13-06-2021 08:30,Dry,,35.2,52.6,24,Diseased
13-06-2021 09:00,Dry,,37.4,45.7,23.7,Diseased
13-06-2021 09:30,Dry,,38.5,43.5,23.9,Diseased
13-06-2021 10:00,Dry,,38.3,43,23.5,Diseased
13-06-2021 10:30,Dry,,38,43.5,23.4,Diseased
13-06-2021 11:00,Dry,,38.3,44.4,24,Diseased
13-06-2021 11:30,Dry,,40.4,41.3,24.7,Diseased
13-06-2021 12:00,Dry,,39.7,39.5,23.4,Diseased
13-06-2021 12:30,Dry,,38.5,41,22.9,Diseased
13-06-2021 13:00,Dry,,35.5,45.8,22,Diseased
13-06-2021 13:30,Dry,,35.2,51.8,23.8,Diseased
13-06-2021 14:00,Dry,,36.2,51,24.5,Diseased
13-06-2021 14:30,Dry,,36.7,50.5,24.7,Diseased
13-06-2021 15:00,Dry,,37.2,45.9,23.6,Diseased
13-06-2021 15:30,Dry,,35.7,47.6,22.8,Diseased
13-06-2021 16:00,Dry,,35.3,49.5,23.1,Diseased
13-06-2021 16:30,Dry,,34.9,50.9,23.2,Diseased
13-06-2021 17:00,Dry,,35.5,48.3,22.9,Diseased
13-06-2021 17:30,Dry,,35.3,48.9,22.9,Diseased
13-06-2021 18:00,Dry,,34.5,51.1,22.9,Diseased
13-06-2021 18:30,Dry,,33.6,54,23,Diseased
13-06-2021 19:00,Dry,,32.7,57.7,23.3,Diseased
13-06-2021 19:30,Dry,,31.7,61.6,23.4,Diseased
13-06-2021 20:00,Dry,,30.9,63.8,23.2,Diseased
13-06-2021 20:30,Dry,,30.3,67.1,23.5,Diseased
13-06-2021 21:00,Dry,,29.8,69.9,23.7,Diseased
13-06-2021 21:30,Moist,,29.4,72.1,23.8,Diseased
13-06-2021 22:00,Moist,,28.9,74.3,23.9,Diseased
13-06-2021 22:30,Moist,,28.6,75.9,23.9,Diseased
13-06-2021 23:00,Moist,,28.5,76.9,24.1,Diseased
13-06-2021 23:30,Moist,,28.4,77.9,24.2,Diseased
14-06-2021 00:00,Moist,,28.5,78.3,24.4,Diseased
14-06-2021 00:30,Moist,,28.4,77.9,24.2,Diseased
14-06-2021 01:00,Moist,,28.4,77.7,24.1,Diseased
14-06-2021 01:30,Moist,,28.4,77.2,24,Diseased
14-06-2021 02:00,Moist,,28.7,75.6,24,Diseased
14-06-2021 02:30,Moist,,28.8,75.4,24,Diseased
14-06-2021 03:00,Moist,,28.7,76.2,24.1,Diseased
14-06-2021 03:30,Moist,,28.6,77.2,24.2,Diseased
14-06-2021 04:00,Moist,,28.4,76.7,23.9,Diseased
14-06-2021 04:30,Moist,,28.2,77.2,23.8,Diseased
14-06-2021 05:00,Moist,,28.1,78,23.9,Diseased
14-06-2021 05:30,Moist,,27.9,78.9,23.9,Diseased
14-06-2021 06:00,Moist,,27.8,79.3,23.9,Diseased
14-06-2021 06:30,Moist,,28.1,78.5,24,Diseased
14-06-2021 07:00,Dry,,29,75.3,24.2,Diseased
14-06-2021 07:30,Dry,,30.9,69.7,24.7,Diseased
14-06-2021 08:00,Dry,,33.1,62,24.8,Diseased
14-06-2021 08:30,Dry,,35.2,55,24.8,Diseased
14-06-2021 09:00,Dry,,37.2,49.1,24.7,Diseased
14-06-2021 09:30,Dry,,39.1,44.7,24.9,Diseased
14-06-2021 10:00,Dry,,41,40.7,25,Diseased
14-06-2021 10:30,Dry,,42.6,37.9,25.2,Diseased
14-06-2021 11:00,Dry,,43.3,36.2,25.1,Diseased
14-06-2021 11:30,Dry,,43.4,35.8,25,Diseased
14-06-2021 12:00,Dry,,43.9,34.6,24.8,Diseased
14-06-2021 12:30,Dry,,44.3,33.8,24.8,Diseased
14-06-2021 13:00,Dry,,44.3,32.4,24.1,Diseased
14-06-2021 13:30,Dry,,44,32.7,24,Diseased
14-06-2021 14:00,Dry,,44.5,31.6,23.9,Diseased
14-06-2021 14:30,Dry,,44.5,31.2,23.6,Diseased
14-06-2021 15:00,Dry,,44.9,30.3,23.5,Diseased
14-06-2021 15:30,Dry,,44.8,29.2,22.8,Diseased
14-06-2021 16:00,Dry,,43.8,28.8,21.7,Diseased
14-06-2021 16:30,Dry,,42.3,31.2,21.7,Diseased
14-06-2021 17:00,Dry,,40.4,34.2,21.6,Diseased
14-06-2021 17:30,Dry,,38.8,34.9,20.5,Diseased
14-06-2021 18:00,Dry,,37.8,37.2,20.7,Diseased
14-06-2021 18:30,Dry,,36.7,39.8,20.8,Diseased
14-06-2021 19:00,Dry,,35.7,42.3,20.9,Diseased
14-06-2021 19:30,Dry,,35,45.3,21.4,Diseased
14-06-2021 20:00,Dry,,34.2,48.5,21.8,Diseased
14-06-2021 20:30,Dry,,33.8,51.5,22.4,Diseased
14-06-2021 21:00,Dry,,33.4,54,22.8,Diseased
14-06-2021 21:30,Dry,,33,56.2,23.1,Diseased
14-06-2021 22:00,Dry,,32.7,57.9,23.3,Diseased
14-06-2021 22:30,Dry,,32.2,58.9,23.1,Diseased
14-06-2021 23:00,Dry,,32,59.5,23.1,Diseased
14-06-2021 23:30,Dry,,31.7,60.5,23.1,Diseased
15-06-2021 00:00,Dry,,31.4,62.1,23.3,Diseased
15-06-2021 00:30,Dry,,31.1,63.2,23.3,Diseased
15-06-2021 01:00,Dry,,30.8,63.7,23.1,Diseased
15-06-2021 01:30,Dry,,30.7,65,23.4,Diseased
15-06-2021 02:00,Dry,,30.5,66.8,23.6,Diseased
15-06-2021 02:30,Dry,,30.1,68.7,23.7,Diseased
15-06-2021 03:00,Dry,,29.9,70.6,24,Diseased
15-06-2021 03:30,Dry,,29.7,71.8,24.1,Diseased
15-06-2021 04:00,Dry,,29.6,72.6,24.2,Diseased
15-06-2021 04:30,Moist,,29.4,73.8,24.2,Diseased
15-06-2021 05:00,Moist,,29.1,74.7,24.1,Diseased
15-06-2021 05:30,Moist,,28.9,74.1,23.8,Diseased
15-06-2021 06:00,Dry,,28.9,74.6,23.9,Diseased
15-06-2021 06:30,Dry,,29.4,73.7,24.2,Diseased
15-06-2021 07:00,Dry,,30,70.1,24,Diseased
15-06-2021 07:30,Dry,,31.4,65.7,24.2,Diseased
15-06-2021 08:00,Dry,,32.8,61.5,24.4,Diseased
15-06-2021 08:30,Dry,,35,54,24.3,Diseased
15-06-2021 09:00,Dry,,35.4,52.5,24.2,Diseased
15-06-2021 09:30,Dry,,36.7,49.6,24.4,Diseased
15-06-2021 10:00,Dry,,37.4,47.5,24.4,Diseased
15-06-2021 10:30,Dry,,38.8,45,24.7,Diseased
15-06-2021 11:00,Dry,,41.4,40.3,25.2,Diseased
15-06-2021 11:30,Dry,,42.6,36.3,24.5,Diseased
15-06-2021 12:00,Dry,,43,35.6,24.5,Diseased
15-06-2021 12:30,Dry,,43.4,35.4,24.8,Diseased
15-06-2021 13:00,Dry,,43.9,34.8,24.9,Diseased
15-06-2021 13:30,Dry,,43.8,35.3,25.1,Diseased
15-06-2021 14:00,Dry,,44,33.6,24.4,Diseased
15-06-2021 14:30,Dry,,44.3,32.3,24,Diseased
15-06-2021 15:00,Dry,,44.3,31.9,23.8,Diseased
15-06-2021 15:30,Dry,,43.6,32.1,23.3,Diseased
15-06-2021 16:00,Dry,,40.6,34.6,22,Diseased
15-06-2021 16:30,Dry,,37.7,38.9,21.3,Diseased
15-06-2021 17:00,Dry,,37.1,43.4,22.6,Diseased
15-06-2021 17:30,Dry,,37.1,42.9,22.4,Diseased
15-06-2021 18:00,Dry,,36.1,42.8,21.5,Diseased
15-06-2021 18:30,Dry,,34.7,43.3,20.4,Diseased
15-06-2021 19:00,Dry,,33.5,45.4,20.1,Diseased
15-06-2021 19:30,Dry,,32.8,46.3,19.8,Diseased
15-06-2021 20:00,Dry,,31.9,49.8,20.1,Diseased
15-06-2021 20:30,Dry,,31.2,55.1,21.1,Diseased
15-06-2021 21:00,Dry,,30.8,57.4,21.4,Diseased
15-06-2021 21:30,Dry,,30.6,58.7,21.6,Diseased
15-06-2021 22:00,Dry,,30.2,60.2,21.6,Diseased
15-06-2021 22:30,Dry,,30,61.5,21.8,Diseased
15-06-2021 23:00,Dry,,29.6,63.1,21.8,Diseased
15-06-2021 23:30,Dry,,29.4,64.6,22,Diseased
16-06-2021 00:00,Dry,,29,65.1,21.8,Diseased
16-06-2021 00:30,Dry,,28.8,64.5,21.4,Diseased
16-06-2021 01:00,Dry,,28.7,65.8,21.7,Diseased
16-06-2021 01:30,Dry,,28.7,66.1,21.7,Diseased
16-06-2021 02:00,Dry,,28.6,67.2,21.9,Diseased
16-06-2021 02:30,Dry,,28.5,67.6,21.9,Diseased
16-06-2021 03:00,Dry,,28.5,68.6,22.2,Diseased
16-06-2021 03:30,Dry,,28.4,68.5,22,Diseased
16-06-2021 04:00,Dry,,28.5,67.8,22,Diseased
16-06-2021 04:30,Dry,,28.5,67.1,21.8,Diseased
16-06-2021 05:00,Dry,,28.5,67.6,21.9,Diseased
16-06-2021 05:30,Dry,,28.4,67.7,21.8,Diseased
16-06-2021 06:00,Dry,,28.5,67.6,21.9,Diseased
16-06-2021 06:30,Dry,,28.6,69,22.4,Diseased
16-06-2021 07:00,Dry,,29.6,64,22.1,Diseased
16-06-2021 07:30,Dry,,31.4,59.7,22.6,Diseased
16-06-2021 08:00,Dry,,31.8,59.5,22.9,Diseased
16-06-2021 08:30,Dry,,32.1,57.9,22.8,Diseased
16-06-2021 09:00,Dry,,34.7,51.3,23.2,Diseased
16-06-2021 09:30,Dry,,37.1,44.3,22.9,Diseased
16-06-2021 10:00,Dry,,37.8,41.9,22.6,Diseased
16-06-2021 10:30,Dry,,36.6,45.3,22.8,Diseased
16-06-2021 11:00,Dry,,37.5,44,23.2,Diseased
16-06-2021 11:30,Dry,,36.8,44.4,22.7,Diseased
16-06-2021 12:00,Dry,,36.2,46.6,23,Diseased
16-06-2021 12:30,Dry,,29.4,28.8,9.4,Diseased
16-06-2021 13:00,Dry,,24.3,68.8,18.2,Diseased
16-06-2021 13:30,Dry,,23.8,47.6,12,Diseased
16-06-2021 14:00,Dry,,22.5,53.4,12.6,Diseased
16-06-2021 14:30,Dry,,25.8,54.1,15.8,Diseased
16-06-2021 15:00,Dry,,25.4,54.9,15.7,Diseased
16-06-2021 15:30,Dry,,26.6,56.7,17.3,Diseased
16-06-2021 16:00,Dry,,27.3,57.6,18.2,Diseased
16-06-2021 16:30,Dry,,25.7,53.9,15.7,Diseased
16-06-2021 17:00,Dry,,27,55.4,17.3,Diseased
16-06-2021 17:30,Dry,,27.5,56.6,18.1,Diseased
16-06-2021 18:00,Dry,,27.9,57.7,18.8,Diseased
16-06-2021 18:30,Dry,,28,57.4,18.8,Diseased
16-06-2021 19:00,Dry,,28,58.1,19,Diseased
16-06-2021 19:30,Dry,,25.1,57.5,16.1,Diseased
16-06-2021 20:00,Dry,,26.1,61.8,18.2,Diseased
16-06-2021 20:30,Dry,,24.4,51.3,13.7,Diseased
16-06-2021 21:00,Dry,,26.7,54.4,16.7,Diseased
16-06-2021 21:30,Dry,,27.6,54.7,17.7,Diseased
16-06-2021 22:00,Dry,,28.1,56.5,18.6,Diseased
16-06-2021 22:30,Dry,,23.7,47,11.7,Diseased
16-06-2021 23:00,Dry,,21.5,48.3,10.1,Diseased
16-06-2021 23:30,Dry,,20.9,58.1,12.4,Diseased
17-06-2021 00:00,Dry,,22.5,49.5,11.4,Diseased
17-06-2021 00:30,Dry,,25.1,54.1,15.2,Diseased
17-06-2021 01:00,Dry,,26.6,54.7,16.7,Diseased
17-06-2021 01:30,Dry,,25,49.1,13.6,Diseased
17-06-2021 02:00,Dry,,21.6,47.5,10,Diseased
17-06-2021 02:30,Dry,,20.5,48.4,9.2,Diseased
17-06-2021 03:00,Dry,,23.3,55.6,13.9,Diseased
17-06-2021 03:30,Dry,,24.3,50.6,13.4,Diseased
17-06-2021 04:00,Dry,,21.1,47.4,9.5,Diseased
17-06-2021 04:30,Dry,,21.1,52.6,11,Diseased
17-06-2021 05:00,Dry,,24.6,54.1,14.7,Diseased
17-06-2021 05:30,Dry,,26,54.2,16,Diseased
17-06-2021 06:00,Dry,,26.6,55.6,17,Diseased
17-06-2021 06:30,Dry,,26.9,56.7,17.6,Diseased
17-06-2021 07:00,Dry,,23.9,47.8,12.2,Diseased
17-06-2021 07:30,Dry,,25.2,52,14.6,Diseased
17-06-2021 08:00,Dry,,26.5,52.4,16,Diseased
17-06-2021 08:30,Dry,,26.9,54.2,16.9,Diseased
17-06-2021 09:00,Dry,,27.2,54,17.1,Diseased
17-06-2021 09:30,Dry,,27.2,54.4,17.2,Diseased
17-06-2021 10:00,Dry,,26,53.9,15.9,Diseased
17-06-2021 10:30,Dry,,25.6,57,16.4,Diseased
17-06-2021 11:00,Dry,,27,58,18,Diseased
17-06-2021 11:30,Dry,,27.5,58.6,18.7,Diseased
17-06-2021 12:00,Dry,,27.7,59.6,19.1,Diseased
17-06-2021 12:30,Dry,,27.9,60.5,19.5,Diseased
17-06-2021 13:00,Dry,,28.1,62.6,20.3,Diseased
17-06-2021 13:30,Dry,,28.2,62.8,20.4,Diseased
17-06-2021 14:00,Dry,,28.1,63.7,20.6,Diseased
17-06-2021 14:30,Dry,,23.9,49.8,12.8,Diseased
17-06-2021 15:00,Dry,,25.2,53.8,15.2,Diseased
17-06-2021 15:30,Dry,,27.2,53.6,17,Diseased
17-06-2021 16:00,Dry,,27.8,55.6,18.1,Diseased
17-06-2021 16:30,Dry,,26.7,54.7,16.8,Diseased
17-06-2021 17:00,Dry,,27.7,54.9,17.8,Diseased
17-06-2021 17:30,Dry,,26.4,52.6,15.9,Diseased
17-06-2021 18:00,Dry,,27.6,53.6,17.3,Diseased
17-06-2021 18:30,Dry,,28.1,55.5,18.4,Diseased
17-06-2021 19:00,Dry,,28.2,53.9,18,Diseased
17-06-2021 19:30,Dry,,28.1,57.4,18.9,Diseased
17-06-2021 20:00,Dry,,28.2,58.7,19.3,Diseased
17-06-2021 20:30,Dry,,28.3,59.1,19.5,Diseased
17-06-2021 21:00,Dry,,25.9,51.3,15.1,Diseased
17-06-2021 21:30,Dry,,23.1,48.8,11.7,Diseased
17-06-2021 22:00,Dry,,21.9,46.5,9.9,Diseased
17-06-2021 22:30,Dry,,22.6,49.4,11.5,Diseased
17-06-2021 23:00,Dry,,23.1,51.8,12.6,Diseased
17-06-2021 23:30,Dry,,23,50.4,12.1,Diseased
18-06-2021 00:00,Dry,,25.7,50.5,14.6,Diseased
18-06-2021 00:30,Dry,,26.8,51.1,15.8,Diseased
18-06-2021 01:00,Dry,,27.4,52,16.7,Diseased
18-06-2021 01:30,Dry,,26.8,49.4,15.3,Diseased
18-06-2021 02:00,Dry,,22.3,44.9,9.8,Diseased
18-06-2021 02:30,Dry,,23.1,46.5,11,Diseased
18-06-2021 03:00,Dry,,25.4,50.1,14.3,Diseased
18-06-2021 03:30,Dry,,26.7,50.4,15.5,Diseased
18-06-2021 04:00,Dry,,23.8,44.4,10.9,Diseased
18-06-2021 04:30,Dry,,21.1,44.8,8.6,Diseased
18-06-2021 05:00,Dry,,22.6,55.1,13.1,Diseased
18-06-2021 05:30,Dry,,25.2,52.8,14.9,Diseased
18-06-2021 06:00,Dry,,26.4,52.4,15.9,Diseased
18-06-2021 06:30,Dry,,26.9,52.8,16.5,Diseased
18-06-2021 07:00,Dry,,27.2,53.6,17,Diseased
18-06-2021 07:30,Dry,,27.5,54.5,17.5,Diseased
18-06-2021 08:00,Dry,,27.5,54.9,17.6,Diseased
18-06-2021 08:30,Dry,,27.6,55.5,17.9,Diseased
18-06-2021 09:00,Dry,,27.7,55.7,18,Diseased
18-06-2021 09:30,Dry,,27.8,57,18.5,Diseased
18-06-2021 10:00,Dry,,27.9,57.5,18.7,Diseased
18-06-2021 10:30,Dry,,27.9,59.2,19.2,Diseased
18-06-2021 11:00,Dry,,27.9,66.5,21.1,Diseased
18-06-2021 11:30,Dry,,28.1,69.1,21.9,Diseased
18-06-2021 12:00,Dry,,28.1,68.1,21.7,Diseased
18-06-2021 12:30,Dry,,28.5,63.7,20.9,Diseased
18-06-2021 13:00,Dry,,28.7,56.9,19.3,Diseased
18-06-2021 13:30,Dry,,28.7,50.5,17.4,Diseased
18-06-2021 14:00,Dry,,28.6,48.8,16.8,Diseased
18-06-2021 14:30,Dry,,28.4,47.1,16,Diseased
18-06-2021 15:00,Dry,,28.3,47.4,16,Diseased
18-06-2021 15:30,Dry,,28.4,47.4,16.1,Diseased
18-06-2021 16:00,Dry,,28.4,47.6,16.2,Diseased
18-06-2021 16:30,Dry,,28.6,48,16.5,Diseased
18-06-2021 17:00,Dry,,28.6,47.9,16.5,Diseased
18-06-2021 17:30,Dry,,28.7,47.1,16.3,Diseased
18-06-2021 18:00,Dry,,28.7,47.4,16.4,Diseased
18-06-2021 18:30,Dry,,28.7,47.6,16.5,Diseased
18-06-2021 19:00,Dry,,28.8,47.8,16.6,Diseased
18-06-2021 19:30,Dry,,29,47.9,16.8,Diseased
18-06-2021 20:00,Dry,,29.1,48,17,Diseased
18-06-2021 20:30,Dry,,29.2,48.1,17.1,Diseased
18-06-2021 21:00,Dry,,29.4,48.3,17.3,Diseased
18-06-2021 21:30,Dry,,29.4,48.4,17.4,Diseased
18-06-2021 22:00,Dry,,29.5,48.5,17.5,Diseased
18-06-2021 22:30,Dry,,29.5,48.8,17.6,Diseased
18-06-2021 23:00,Dry,,29.4,43.8,15.8,Diseased
18-06-2021 23:30,Dry,,29,39.5,13.8,Diseased
19-06-2021 00:00,Dry,,28.7,37.3,12.7,Diseased
19-06-2021 00:30,Dry,,28.5,39,13.2,Diseased
19-06-2021 01:00,Dry,,28.6,40.9,14,Diseased
19-06-2021 01:30,Dry,,28.7,42.2,14.6,Diseased
19-06-2021 02:00,Dry,,28.8,43,15,Diseased
19-06-2021 02:30,Dry,,28.8,40.9,14.2,Diseased
19-06-2021 03:00,Dry,,28.7,37.7,12.9,Diseased
19-06-2021 03:30,Dry,,28.5,38.7,13.1,Diseased
19-06-2021 04:00,Dry,,28.4,38.2,12.8,Diseased
19-06-2021 04:30,Dry,,28.4,38.7,13,Diseased
19-06-2021 05:00,Dry,,28.3,38.8,12.9,Diseased
19-06-2021 05:30,Dry,,28.2,39.9,13.3,Diseased
19-06-2021 06:00,Dry,,28.3,40.9,13.7,Diseased
19-06-2021 06:30,Dry,,28.4,41.7,14.1,Diseased
19-06-2021 07:00,Dry,,28.5,42.7,14.6,Diseased
19-06-2021 07:30,Dry,,28.5,40.5,13.8,Diseased
19-06-2021 08:00,Dry,,28.3,40.4,13.6,Diseased
19-06-2021 08:30,Dry,,28.3,41.4,13.9,Diseased
19-06-2021 09:00,Dry,,28.4,42.2,14.3,Diseased
19-06-2021 09:30,Dry,,28.5,43,14.7,Diseased
19-06-2021 10:00,Dry,,28.5,43.8,15,Diseased
19-06-2021 10:30,Dry,,28.6,44.4,15.3,Diseased
19-06-2021 11:00,Dry,,28.6,45.3,15.6,Diseased
19-06-2021 11:30,Dry,,28.6,45.4,15.6,Diseased
19-06-2021 12:00,Dry,,28.6,45.8,15.8,Diseased
19-06-2021 12:30,Dry,,28.6,46.3,15.9,Diseased
19-06-2021 13:00,Dry,,28.6,46.8,16.1,Diseased
19-06-2021 13:30,Dry,,28.7,46.6,16.1,Diseased
19-06-2021 14:00,Dry,,28.7,47,16.3,Diseased
19-06-2021 14:30,Dry,,28.8,47.5,16.5,Diseased
19-06-2021 15:00,Dry,,28.8,48,16.7,Diseased
19-06-2021 15:30,Dry,,28.8,47.5,16.5,Diseased
19-06-2021 16:00,Dry,,28.7,44.2,15.3,Diseased
19-06-2021 16:30,Dry,,28.7,45.5,15.8,Diseased
19-06-2021 17:00,Dry,,28.7,46.5,16.1,Diseased
19-06-2021 17:30,Dry,,28.7,43.9,15.2,Diseased
19-06-2021 18:00,Dry,,28.7,43.9,15.2,Diseased
19-06-2021 18:30,Dry,,28.7,45.2,15.7,Diseased
19-06-2021 19:00,Dry,,28.8,46,16,Diseased
19-06-2021 19:30,Dry,,28.8,43.4,15.1,Diseased
19-06-2021 20:00,Dry,,28.7,38.2,13.1,Diseased
19-06-2021 20:30,Dry,,28.4,36.1,11.9,Diseased
19-06-2021 21:00,Dry,,28.2,37.3,12.2,Diseased
19-06-2021 21:30,Dry,,28.3,39.5,13.2,Diseased
19-06-2021 22:00,Dry,,28.4,38.9,13.1,Diseased
19-06-2021 22:30,Dry,,28.3,35.2,11.5,Diseased
19-06-2021 23:00,Dry,,28.2,37.6,12.4,Diseased
19-06-2021 23:30,Dry,,28.2,37.9,12.5,Diseased
20-06-2021 00:00,Dry,,28.3,39.2,13.1,Diseased
20-06-2021 00:30,Dry,,28.5,40.3,13.7,Diseased
20-06-2021 01:00,Dry,,28.6,41.3,14.2,Diseased
20-06-2021 01:30,Dry,,28.7,42.3,14.6,Diseased
20-06-2021 02:00,Dry,,28.8,43.3,15.1,Diseased
20-06-2021 02:30,Dry,,28.8,44.2,15.4,Diseased
20-06-2021 03:00,Dry,,28.9,41.5,14.5,Diseased
20-06-2021 03:30,Dry,,28.7,39.8,13.7,Diseased
20-06-2021 04:00,Dry,,28.6,36.7,12.4,Diseased
20-06-2021 04:30,Dry,,28.3,36.6,12,Diseased
20-06-2021 05:00,Dry,,28.2,38.8,12.9,Diseased
20-06-2021 05:30,Dry,,28.3,40.4,13.6,Diseased
20-06-2021 06:00,Dry,,28.5,41.8,14.3,Diseased
20-06-2021 06:30,Dry,,28.6,42.8,14.7,Diseased
20-06-2021 07:00,Dry,,28.7,44.3,15.3,Diseased
20-06-2021 07:30,Dry,,28.7,45.3,15.7,Diseased
20-06-2021 08:00,Dry,,28.7,46.3,16,Diseased
20-06-2021 08:30,Dry,,28.8,46.9,16.3,Diseased
20-06-2021 09:00,Dry,,28.8,47.4,16.5,Diseased
20-06-2021 09:30,Dry,,28.8,48.1,16.7,Diseased
20-06-2021 10:00,Dry,,28.8,49,17,Diseased
20-06-2021 10:30,Dry,,28.8,49.8,17.3,Diseased
20-06-2021 11:00,Dry,,28.9,49.6,17.3,Diseased
20-06-2021 11:30,Dry,,28.9,49.4,17.2,Diseased
20-06-2021 12:00,Dry,,28.9,49.1,17.1,Diseased
20-06-2021 12:30,Dry,,29,49.1,17.2,Diseased
20-06-2021 13:00,Dry,,29,49.5,17.4,Diseased
20-06-2021 13:30,Dry,,28.9,47.3,16.6,Diseased
20-06-2021 14:00,Dry,,28.8,47.4,16.5,Diseased
20-06-2021 14:30,Dry,,28.7,45.4,15.7,Diseased
20-06-2021 15:00,Dry,,28.6,42.3,14.5,Diseased
20-06-2021 15:30,Dry,,28.4,44,15,Diseased
20-06-2021 16:00,Dry,,28.2,43.2,14.5,Diseased
20-06-2021 16:30,Dry,,28.1,40.9,13.6,Diseased
20-06-2021 17:00,Dry,,27.9,39.3,12.8,Diseased
20-06-2021 17:30,Dry,,27.7,38.8,12.4,Diseased
20-06-2021 18:00,Dry,,27.5,37.8,11.8,Diseased
20-06-2021 18:30,Dry,,27.5,37.1,11.5,Diseased
20-06-2021 19:00,Dry,,27.3,36.4,11.1,Diseased
20-06-2021 19:30,Dry,,27.3,38.4,11.9,Diseased
20-06-2021 20:00,Dry,,27.5,39.8,12.6,Diseased
20-06-2021 20:30,Dry,,27.7,40.5,13.1,Diseased
20-06-2021 21:00,Dry,,28,41,13.5,Diseased
20-06-2021 21:30,Dry,,28.1,41.7,13.9,Diseased
20-06-2021 22:00,Dry,,28.3,42.9,14.5,Diseased
20-06-2021 22:30,Dry,,28.3,40.2,13.5,Diseased
20-06-2021 23:00,Dry,,28.1,37.2,12.1,Diseased
20-06-2021 23:30,Dry,,27.8,37.3,11.9,Diseased
21-06-2021 00:00,Dry,,27.7,38.3,12.2,Diseased
21-06-2021 00:30,Dry,,27.6,39,12.4,Diseased
21-06-2021 01:00,Dry,,27.6,39.5,12.6,Diseased
21-06-2021 01:30,Dry,,27.5,39.8,12.6,Diseased
21-06-2021 02:00,Dry,,27.5,40.5,12.9,Diseased
21-06-2021 02:30,Dry,,27.5,40.8,13,Diseased
21-06-2021 03:00,Dry,,27.5,41,13.1,Diseased
21-06-2021 03:30,Dry,,27.5,41.4,13.2,Diseased
21-06-2021 04:00,Dry,,27.5,41.5,13.3,Diseased
21-06-2021 04:30,Dry,,27.4,42.5,13.5,Diseased
21-06-2021 05:00,Dry,,27.4,43.2,13.8,Diseased
21-06-2021 05:30,Dry,,27.4,43.5,13.9,Diseased
21-06-2021 06:00,Dry,,27.4,44.3,14.2,Diseased
21-06-2021 06:30,Dry,,27.4,44.4,14.2,Diseased
21-06-2021 07:00,Dry,,27.3,43.8,13.9,Diseased
21-06-2021 07:30,Dry,,27.2,43.7,13.8,Diseased
21-06-2021 08:00,Dry,,27.2,43.8,13.8,Diseased
21-06-2021 08:30,Dry,,27.1,43,13.4,Diseased
21-06-2021 09:00,Dry,,27,42.8,13.3,Diseased
21-06-2021 09:30,Dry,,26.9,42.5,13.1,Diseased
21-06-2021 10:00,Dry,,27,44.5,13.9,Diseased
21-06-2021 10:30,Dry,,27.2,51.3,16.3,Diseased
21-06-2021 11:00,Dry,,27.4,49.8,16,Diseased
21-06-2021 11:30,Dry,,27.5,48.9,15.8,Diseased
21-06-2021 12:00,Dry,,27.7,48.4,15.8,Diseased
21-06-2021 12:30,Dry,,27.8,48.1,15.8,Diseased
21-06-2021 13:00,Dry,,27.9,48,15.9,Diseased
21-06-2021 13:30,Dry,,28,48,16,Diseased
21-06-2021 14:00,Dry,,28.1,48.1,16.1,Diseased
21-06-2021 14:30,Dry,,28.1,48.3,16.2,Diseased
21-06-2021 15:00,Dry,,28.1,48.3,16.2,Diseased
21-06-2021 15:30,Dry,,28.2,48.4,16.3,Diseased
21-06-2021 16:00,Dry,,28.3,48.4,16.4,Diseased
21-06-2021 16:30,Dry,,28.3,48.5,16.4,Diseased
21-06-2021 17:00,Dry,,28.4,48.6,16.5,Diseased
21-06-2021 17:30,Dry,,28.5,48.6,16.6,Diseased
21-06-2021 18:00,Dry,,28.6,48.5,16.7,Diseased
21-06-2021 18:30,Dry,,28.5,47.3,16.2,Diseased
21-06-2021 19:00,Dry,,28.5,47.6,16.3,Diseased
21-06-2021 19:30,Dry,,28.6,48,16.5,Diseased
21-06-2021 20:00,Dry,,28.7,48.1,16.6,Diseased
21-06-2021 20:30,Dry,,28.8,48.3,16.8,Diseased
21-06-2021 21:00,Dry,,28.9,48.4,16.9,Diseased
21-06-2021 21:30,Dry,,29,46.5,16.4,Diseased
21-06-2021 22:00,Dry,,28.8,40.9,14.2,Diseased
21-06-2021 22:30,Dry,,28.6,39,13.3,Diseased
21-06-2021 23:00,Dry,,28.3,40.3,13.5,Diseased
21-06-2021 23:30,Dry,,28.4,42.3,14.4,Diseased
